#x-axis, nbins, first bin low edge, last bin high edge
2081, 0.00202875
2082, 0.00202863
2083, 0.00044688
2084, 0.00118089
2085, 0
2086, 0.00158164
2087, 0.000605522
2088, 0.000976121
2089, 0.00299613
2090, 0.0017488
2091, 0
2092, 0.0012544
2093, 0.00032724
2094, 0
2095, 0
2096, 0
2097, 0
2098, 0
2099, 0
2100, 0.00158164
2101, 0.000517448
2102, 0.00202642
2103, 0.000619417
2104, 0
2105, 0.000714254
2106, 0.00086739
2107, 2.11718e-05
2108, 0.00202576
2109, 0.00111636
2110, 0
2111, 0.00179697
2112, 0.00334332
2113, 0.00387049
2114, 0.000479078
2115, 0.00158164
2116, 0
2117, 0
2118, 0
2119, 0.000598345
2120, 0.00202444
2121, 0.000540507
2122, 0.00316329
2123, 0
2124, 0
2125, 0
2126, 0
2127, 0
2128, 0
2129, 0.000276381
2130, 0.00202334
2131, 0.000863571
2132, 0
2133, 0.000921687
2134, 0.0022416
2135, 0
2136, 0.000202625
2137, 0.00137902
2138, 0.00216872
2139, 0.000994568
2140, 0.00196565
2141, 0.00119763
2142, 0.00126487
2143, 0.00189842
2144, 0
2145, 0.00100368
2146, 0.00202158
2147, 0.000439824
2148, 0.00127985
2149, 0
2150, 3.89703e-05
2151, 0.00154267
2152, 0.00183526
2153, 0.00132802
2154, 0.00316329
2155, 0
2156, 0
2157, 0
2158, 0
2159, 0
2160, 0
2161, 0.00158164
2162, 0
2163, 0
2164, 0
2165, 0
2166, 0
2167, 0
2168, 0
2169, 0
2170, 0
2171, 0
2172, 0.00316329
2173, 0
2174, 0.00106416
2175, 0.000517486
2176, 0
2177, 0
2178, 0.0012289
2179, 0.00201797
2180, 0.00201786
2181, 0.00106185
2182, 0.0013919
2183, 0.00177139
2184, 0
2185, 0
2186, 0
2187, 0.00081392
2188, 0.00234937
2189, 0.00127754
2190, 0.000435125
2191, 0.00201666
2192, 0.00101561
2193, 0.00143574
2194, 0.00172755
2195, 0
2196, 0
2197, 0.00158164
2198, 0
2199, 0
2200, 0
2201, 0.00158164
2202, 0
2203, 0
2204, 0.00146641
2205, 0.00169688
2206, 0
2207, 0.00236984
2208, 0.00079345
2209, 0.000469501
2210, 0.00111214
2211, 0.00133529
2212, 0.000246351
2213, 0
2214, 0
2215, 0
2216, 0.000334586
2217, 0.00124706
2218, 0
2219, 0.00163083
2220, 0.00153245
2221, 0
2222, 0
2223, 0.000194357
2224, 0.00138729
2225, 0.00105711
2226, 0.00201286
2227, 9.33148e-05
2228, 0
2229, 0
2230, 0
2231, 0
2232, 0
2233, 0
2234, 0.00158164
2235, 0
2236, 0
2237, 0
2238, 0.00381909
2239, 0.00250749
2240, 0
2241, 0
2242, 0.000464846
2243, 0.0011168
2244, 0.00132349
2245, 0.0020108
2246, 0.0020107
2247, 0.00098158
2248, 0
2249, 0
2250, 0.00220066
2251, 0.00370634
2252, 0.000419576
2253, 0
2254, 0
2255, 0
2256, 0.000139733
2257, 0.00144191
2258, 0.00199072
2259, 0.00117257
2260, 0
2261, 0
2262, 0
2263, 0
2264, 0
2265, 0
2266, 0
2267, 0.00158164
2268, 0
2269, 0.000948678
2270, 0.000632965
2271, 0
2272, 0.000646116
2273, 0.00200779
2274, 0.000509382
2275, 0.000342587
2276, 0.00123906
2277, 0
2278, 0.00158164
2279, 0
2280, 0
2281, 0.00131427
2282, 0.000267371
2283, 0
2284, 0.00100784
2285, 0.000573799
2286, 0
2287, 0
2288, 0
2289, 0.00154942
2290, 0.000424321
2291, 0.00200586
2292, 0.000765337
2293, 0
2294, 0.000506662
2295, 0.00107498
2296, 0.00135413
2297, 0.00200522
2298, 0.00138559
2299, 0
2300, 0
2301, 0.00158164
2302, 0
2303, 0
2304, 0
2305, 0.00316329
2306, 0
2307, 0
2308, 0.000103349
2309, 0.0014783
2310, 0
2311, 0.00136989
2312, 0.000211751
2313, 0
2314, 0
2315, 0.00147548
2316, 0.00168781
2317, 0
2318, 0
2319, 0.00157936
2320, 0.000421114
2321, 0.00116282
2322, 0.00126074
2323, 0.000420794
2324, 0.00148176
2325, 0
2326, 0.00136163
2327, 0.000420368
2328, 0.00138129
2329, 0
2330, 0
2331, 0.00158164
2332, 0
2333, 0.00113868
2334, 0.000442966
2335, 0
2336, 0
2337, 0
2338, 0.00165408
2339, 0.00150921
2340, 0.000910512
2341, 0.000671131
2342, 0.00158164
2343, 0
2344, 0
2345, 0.00142219
2346, 0.00174109
2347, 0
2348, 0.00109527
2349, 0.00351297
2350, 0.000486265
2351, 0.00123207
2352, 0
2353, 2.10632e-05
2354, 0.00156058
2355, 0
2356, 0
2357, 0
2358, 0
2359, 0.000942813
2360, 0.0019985
2361, 0.00022197
2362, 0.000611435
2363, 0.000970209
2364, 0
2365, 0
2366, 0.00139066
2367, 0.00177263
2368, 0
2369, 0.000361727
2370, 0.00121992
2371, 0
2372, 0
2373, 0.000442657
2374, 0.00199702
2375, 0.000723607
2376, 0
2377, 0.000521896
2378, 0.00105975
2379, 0
2380, 0
2381, 0
2382, 0.00101398
2383, 0.000567667
2384, 0
2385, 0.000675301
2386, 0.000906343
2387, 0
2388, 0.000335675
2389, 0.00199544
2390, 0.000832174
2391, 0.00157674
2392, 4.90106e-06
2393, 0
2394, 0
2395, 6.67365e-05
2396, 0.0019947
2397, 0.00110185
2398, 0
2399, 0
2400, 0
2401, 0.000961854
2402, 0.00061979
2403, 0
2404, 0
2405, 0
2406, 0
2407, 0.000271537
2408, 0.00131011
2409, 0
2410, 0.0015066
2411, 0.000411478
2412, 0.00274083
2413, 0.0051449
2414, 0.0012677
2415, 0
2416, 0
2417, 0.00122145
2418, 0.00194183
2419, 0.000461191
2420, 0.00112045
2421, 0
2422, 0
2423, 0
2424, 0.000931161
2425, 0.00199165
2426, 0.000240475
2427, 0
2428, 0
2429, 0.00139851
2430, 0.000409484
2431, 0.0013553
2432, 0
2433, 0.00145417
2434, 0.000127473
2435, 0.000690551
2436, 0.000891093
2437, 0
2438, 0
2439, 0
2440, 0
2441, 0
2442, 0.000387052
2443, 0.00119459
2444, 0
2445, 2.94619e-05
2446, 0.00155218
2447, 0
2448, 0
2449, 0
2450, 0
2451, 0
2452, 0
2453, 0.00158164
2454, 0.000532692
2455, 0.00104895
2456, 0
2457, 0.000171341
2458, 0.0014103
2459, 0
2460, 0
2461, 0.000215294
2462, 0.00198778
2463, 0.00198768
2464, 0.000554178
2465, 0.00316329
2466, 0.000663299
2467, 0.000918345
2468, 0
2469, 0
2470, 0.000703498
2471, 0.00198684
2472, 0.000472945
2473, 0
2474, 0
2475, 0.00114682
2476, 0.000434828
2477, 0
2478, 0.000778899
2479, 0.000802745
2480, 0
2481, 0
2482, 0
2483, 0
2484, 0
2485, 0
2486, 0
2487, 0
2488, 7.29685e-05
2489, 0.00198497
2490, 0.00198487
2491, 0.00198476
2492, 0.000299001
2493, 0.00050693
2494, 0.00107471
2495, 0.00131245
2496, 0.00185084
2497, 0
2498, 0
2499, 0
2500, 0
2501, 0.000563215
2502, 0.00101843
2503, 0.00136707
2504, 0.000401773
2505, 0.00139444
2506, 0.000990435
2507, 0.000591208
2508, 0.00158164
2509, 0
2510, 0
2511, 0
2512, 0
2513, 0.00127042
2514, 0.00189287
2515, 0
2516, 0
2517, 0.000655896
2518, 0.000925748
2519, 0
2520, 0.00158164
2521, 0
2522, 0
2523, 0
2524, 0.000292707
2525, 0.00128894
2526, 0
2527, 0.0014912
2528, 9.04441e-05
2529, 0
2530, 0
2531, 0.0015061
2532, 7.55422e-05
2533, 0
2534, 0.00112078
2535, 0.00046086
2536, 0.00316329
2537, 0
2538, 0
2539, 0.00153095
2540, 0.0019797
2541, 0.00123428
2542, 0
2543, 0
2544, 0.000356907
2545, 0.00122474
2546, 0.00115188
2547, 0.00197898
2548, 0.00161407
2549, 0
2550, 0
2551, 0.00155588
2552, 0.00160741
2553, 0
2554, 0.00232876
2555, 0.000834528
2556, 0
2557, 0
2558, 0
2559, 0
2560, 0.000378613
2561, 0.00120303
2562, 0
2563, 0.00313198
2564, 0.00199289
2565, 0.00120171
2566, 0.00117079
2567, 0.000410849
2568, 0
2569, 0
2570, 0
2571, 0
2572, 0
2573, 0
2574, 0.00233372
2575, 0.000829563
2576, 0
2577, 0
2578, 0
2579, 0.00155648
2580, 2.51588e-05
2581, 0.000762631
2582, 0.00197538
2583, 0.000425271
2584, 0
2585, 0
2586, 0
2587, 0.0015419
2588, 0.000746512
2589, 0.00245652
2590, 0.00113933
2591, 0.000442311
2592, 0.000686458
2593, 0.00247683
2594, 0
2595, 0
2596, 0
2597, 0
2598, 0
2599, 0
2600, 0.00158164
2601, 0
2602, 0
2603, 0
2604, 0.00158164
2605, 0.000694349
2606, 0.000887295
2607, 0
2608, 0.000286268
2609, 0.00129538
2610, 0
2611, 0.00291783
2612, 0.000513408
2613, 0.00263075
2614, 0.00184624
2615, 0
2616, 0
2617, 0
2618, 0.00102824
2619, 0.000553408
2620, 0.000226421
2621, 0.00197141
2622, 0.00297715
2623, 0.002547
2624, 0.000592672
2625, 0.00275686
2626, 0.000981824
2627, 0.000599819
2628, 0
2629, 0.00113466
2630, 0.0029848
2631, 0.000625465
2632, 0
2633, 0
2634, 0
2635, 0
2636, 0
2637, 0.000511978
2638, 0.00196968
2639, 0.000681631
2640, 0
2641, 0.000481866
2642, 0.00196927
2643, 0.000712149
2644, 0
2645, 0.000450131
2646, 0.00196887
2647, 0.00196877
2648, 0.000387021
2649, 0.00196856
2650, 0.00116487
2651, 0.00119031
2652, 0.000391334
2653, 0
2654, 0
2655, 0
2656, 0.00154073
2657, 0.00038611
2658, 0.00123644
2659, 0.00111712
2660, 0.000464526
2661, 0.000613972
2662, 0.00324191
2663, 0.00196715
2664, 0.00050355
2665, 0.00158164
2666, 0
2667, 0
2668, 0.0028449
2669, 0.000318384
2670, 0
2671, 0.00298559
2672, 0.00175934
2673, 0.00176428
2674, 0.001399
2675, 0
2676, 0
2677, 0.00171961
2678, 0.00144368
2679, 0
2680, 0
2681, 0
2682, 0
2683, 0.000858741
2684, 0.00196503
2685, 0.000339518
2686, 0.000426948
2687, 0.00196473
2688, 0.000771613
2689, 0
2690, 0
2691, 0
2692, 0
2693, 0.00152477
2694, 5.68773e-05
2695, 0
2696, 0
2697, 0
2698, 0.000272362
2699, 0.00196352
2700, 0.000927407
2701, 0
2702, 0
2703, 0
2704, 0
2705, 0
2706, 0
2707, 0
2708, 0.000923304
2709, 0.00065834
2710, 0
2711, 0.000967942
2712, 0.00219534
2713, 0
2714, 8.74712e-05
2715, 0.00307582
2716, 0.00160835
2717, 0.00392342
2718, 0.000794805
2719, 0.000362434
2720, 0.00121921
2721, 0
2722, 0
2723, 0.00158164
2724, 0
2725, 0
2726, 0
2727, 0.000234484
2728, 0.00134716
2729, 0
2730, 0
2731, 0.000168106
2732, 0.00141354
2733, 0
2734, 0.00260701
2735, 0.000656404
2736, 0.00148151
2737, 0
2738, 0
2739, 0.0016122
2740, 0.00155109
2741, 0
2742, 0
2743, 0
2744, 0.000336745
2745, 0.0012449
2746, 0
2747, 0
2748, 0.000263574
2749, 0.00131807
2750, 0
2751, 0
2752, 0
2753, 0.000565277
2754, 0.00101637
2755, 0
2756, 0.00158164
2757, 0.000977032
2758, 0.00218626
2759, 0
2760, 0
2761, 0
2762, 0.000785735
2763, 0.000795909
2764, 0
2765, 0.000330214
2766, 0.00125143
2767, 0
2768, 0.00145544
2769, 0.00170785
2770, 0
2771, 0.00099813
2772, 0.000583514
2773, 0.00174719
2774, 0.00195602
2775, 0.00104172
2776, 0
2777, 8.0824e-05
2778, 0.00150082
2779, 0
2780, 0.00120247
2781, 0.00037917
2782, 0.0003681
2783, 0.00121354
2784, 0
2785, 0
2786, 0
2787, 0.000652896
2788, 0.000928748
2789, 0
2790, 0
2791, 0
2792, 0
2793, 0.00130771
2794, 0.000372396
2795, 0.00148318
2796, 0
2797, 0
2798, 5.4075e-06
2799, 0.00157624
2800, 0
2801, 0
2802, 0
2803, 0
2804, 0
2805, 0.00102499
2806, 0.000556654
2807, 0
2808, 0
2809, 0.000927585
2810, 0.00325085
2811, 0.000566493
2812, 0
2813, 0
2814, 0.00119902
2815, 0.000382628
2816, 0
2817, 0
2818, 0
2819, 0
2820, 0
2821, 0
2822, 0
2823, 0
2824, 0.00158164
2825, 0.000522162
2826, 0.00105948
2827, 0
2828, 0.00167749
2829, 0.00306744
2830, 0
2831, 0.00115444
2832, 0.000427203
2833, 0.000309983
2834, 0.00127166
2835, 0
2836, 0
2837, 0
2838, 0.000569581
2839, 0.00101206
2840, 0.00261078
2841, 0.00055251
2842, 0.000459159
2843, 0.00112248
2844, 0.00119418
2845, 0.00194901
2846, 2.01001e-05
2847, 0
2848, 0.0010814
2849, 0.00194861
2850, 0.000133274
2851, 0
2852, 0
2853, 0.00133362
2854, 0.00024802
2855, 0
2856, 0
2857, 0
2858, 1.74941e-06
2859, 0.00157989
2860, 0
2861, 0.00109942
2862, 0.000482223
2863, 0
2864, 0
2865, 0
2866, 0
2867, 0.00158164
2868, 0
2869, 0.000858942
2870, 0.000722702
2871, 0
2872, 0
2873, 0
2874, 0
2875, 0
2876, 0
2877, 0
2878, 0
2879, 0.00134035
2880, 0.00194558
2881, 0.001459
2882, 0
2883, 0
2884, 0.00157739
2885, 0.00316754
2886, 0
2887, 0
2888, 0
2889, 0.00023034
2890, 0.0019446
2891, 0.00290065
2892, 0.00125098
2893, 0.00158164
2894, 0.000924987
2895, 0.0022383
2896, 0
2897, 0
2898, 0
2899, 0.00138442
2900, 0.00283306
2901, 0.00194353
2902, 0.000557993
2903, 0.00277087
2904, 0
2905, 0.00128098
2906, 0.000300667
2907, 0.000422025
2908, 0.00115962
2909, 0
2910, 0.00150533
2911, 0.00165796
2912, 0
2913, 0
2914, 0
2915, 0
2916, 0.00101206
2917, 0.00301758
2918, 0.00194187
2919, 0.000360129
2920, 0.00157658
2921, 0
2922, 0
2923, 0
2924, 0.00158164
2925, 0
2926, 0
2927, 0
2928, 0
2929, 0.000437731
2930, 0.0019407
2931, 0.000784852
2932, 0
2933, 0
2934, 0
2935, 0
2936, 0.00136748
2937, 0.000214166
2938, 0
2939, 0
2940, 0
2941, 0
2942, 0
2943, 0
2944, 0
2945, 0
2946, 0
2947, 0
2948, 0
2949, 0
2950, 0
2951, 0.000406462
2952, 0.00117518
2953, 0.00112022
2954, 0.000461419
2955, 0
2956, 0
2957, 0
2958, 0
2959, 0.000191809
2960, 0.00297148
2961, 0
2962, 0
2963, 0.00151995
2964, 6.16941e-05
2965, 0.0012995
2966, 0.00186379
2967, 0
2968, 0
2969, 0
2970, 0
2971, 0
2972, 0
2973, 0.00158164
2974, 0
2975, 0.00103789
2976, 0.000543755
2977, 0.000165373
2978, 0.00141627
2979, 0.000874115
2980, 0.000707528
2981, 8.29264e-07
2982, 0.00158081
2983, 0.000708801
2984, 0.000872842
2985, 0.00141639
2986, 0.000165255
2987, 0
2988, 0.000895404
2989, 0.00068624
2990, 0
2991, 0
2992, 0.000726625
2993, 0.000855018
2994, 0
2995, 0.000203621
2996, 0.00137802
2997, 0
2998, 0
2999, 0
3000, 0
3001, 0
3002, 0
3003, 0
3004, 0.000422126
3005, 0.00274116
3006, 0
3007, 0
3008, 0
3009, 0.000387576
3010, 0.00193299
3011, 0.00302306
3012, 0.000982952
3013, 0
3014, 0.000561692
3015, 0.00101995
3016, 0
3017, 0
3018, 0.000382931
3019, 0.00119871
3020, 0
3021, 0.00143409
3022, 0.00331084
3023, 0.000552736
3024, 0.00102891
3025, 0
3026, 0.00158164
3027, 0.000741056
3028, 0.00386253
3029, 0.00279266
3030, 0.000511972
3031, 0.00158164
3032, 0.00107205
3033, 0.00386157
3034, 0.00139295
3035, 0
3036, 0
3037, 0
3038, 0
3039, 0
3040, 0.00174484
3041, 0.00193002
3042, 0.00192993
3043, 0.000721784
3044, 0
3045, 0
3046, 0
3047, 0
3048, 0.00136591
3049, 0.000215737
3050, 0.000479396
3051, 0.00110225
3052, 0
3053, 0.00152138
3054, 0.00250253
3055, 0.00451822
3056, 0.00290946
3057, 0.00120155
3058, 0
3059, 0.000439495
3060, 0.00114215
3061, 0.00113253
3062, 0.000449111
3063, 0.00340683
3064, 0.0013381
3065, 0
3066, 0
3067, 0
3068, 0
3069, 0
3070, 0
3071, 0.00142873
3072, 0.000152915
3073, 0.000537841
3074, 0.0010438
3075, 0
3076, 0
3077, 0.00158164
3078, 0
3079, 0
3080, 0
3081, 0.000133779
3082, 0.00144786
3083, 0
3084, 0
3085, 0.00151111
3086, 7.05295e-05
3087, 0.000617569
3088, 0.00192555
3089, 0.000620168
3090, 0.00158164
3091, 0.000410985
3092, 0.00117066
3093, 0
3094, 0
3095, 0
3096, 0.000546034
3097, 0.00103561
3098, 0
3099, 0.00314983
3100, 1.34605e-05
3101, 0.000678716
3102, 0.000902927
3103, 0
3104, 0.00158164
3105, 0
3106, 0.000809033
3107, 0.00077261
3108, 0
3109, 0
3110, 0
3111, 0.000936987
3112, 0.000644656
3113, 0
3114, 0
3115, 0.000721321
3116, 0.0019229
3117, 0.00192281
3118, 0.0001779
3119, 0.00100829
3120, 0.002155
3121, 0
3122, 0.0015265
3123, 0.00321843
3124, 0
3125, 0.000966372
3126, 0.000615272
3127, 0
3128, 0.00040539
3129, 0.00192168
3130, 0.000836221
3131, 0
3132, 0.000183311
3133, 0.0019213
3134, 0.00105868
3135, 0
3136, 0
3137, 0.00188065
3138, 0.00192083
3139, 0.000943455
3140, 0
3141, 0.00481847
3142, 0.00150811
3143, 0.00150212
3144, 0.00166117
3145, 0.00142821
3146, 0.00173508
3147, 0
3148, 0.00172315
3149, 0.00144013
3150, 0
3151, 0.00158164
3152, 0
3153, 0.00290924
3154, 0.00183569
3155, 0
3156, 0
3157, 0.000738266
3158, 0.00191895
3159, 0.00474442
3160, 0.00208822
3161, 0.000505282
3162, 0.00107636
3163, 0.00117905
3164, 0.000402594
3165, 0
3166, 0
3167, 0
3168, 0.00128018
3169, 0.000336275
3170, 0.00154683
3171, 0
3172, 0
3173, 0
3174, 0.00013314
3175, 0.0014485
3176, 0
3177, 0
3178, 0
3179, 0
3180, 0
3181, 0.000899521
3182, 0.000682123
3183, 0.00156954
3184, 0.00191651
3185, 0.00125887
3186, 0
3187, 0.00132682
3188, 0.000414175
3189, 0.00300393
3190, 0.000748392
3191, 0.00191586
3192, 0.00191577
3193, 0.00033403
3194, 0.00141252
3195, 0
3196, 0.0023413
3197, 0.000821985
3198, 0.000256229
3199, 0.00132542